parser.cpp,parser.cpp,4,8,3
main.cpp,main.cpp,8240,148,41
main.cpp,main.cpp,8240,496,78
main.cpp,main.cpp,8240,356,41
main.cpp,main.cpp,8240,56,16
main.cpp,main.cpp,8240,84,19
main.cpp,main.cpp,8240,324,44
main.cpp,main.cpp,8240,40,27
main.cpp,main.cpp,8240,4,3
main.cpp,main.cpp,8240,2904,108
main.cpp,main.cpp,8240,8,5
main.cpp,main.cpp,8240,260,41
main.cpp,main.cpp,8240,60,25
