node.cpp,node.cpp,4,4,4
main.cpp,main.cpp,364,404,100
main.cpp,main.cpp,56,404,28
main.cpp,main.cpp,92,404,32
main.cpp,main.cpp,232,404,31
main.cpp,main.cpp,4,404,3
main.cpp,main.cpp,4,404,3
